20	21147743.8137238	-10718682.4469371	11874111.2482626	118165.6552091	
19	25449186.7172643	7583536.8414862	-156169.1614486	97496.8964573	
1	15897506.7208521	14863575.1985467	15431726.4086288	225005.4371162	
14	2293608.1120781	15354642.8811807	21605488.6091141	114351.3955183	
11	17694966.3630548	1208208.0731807	19782003.1608379	232302.3006871	
9	-16206506.0651395	-2848266.1220152	20412470.5152129	145248.8350027	
7	-1662364.4015328	-16279902.4723145	21370195.2335259	192834.0779826	

22	-8758808.1426881	21355302.0538857	13298626.6864390	117566.3038059	
20	21146888.9898401	-10717400.9391247	11876772.0180395	96835.3720106	
19	25449073.3864628	7583805.2006529	-159340.5998114	225611.8998915	
1	15895615.0000479	14863215.7223631	15434045.7966919	113727.7106253	
14	2290947.7743123	15354053.5619418	21606188.4709174	232972.4333047	
11	17695882.6830615	1210581.3590654	19781060.2252398	144980.4630789	
9	-16207308.6363268	-2850846.9038610	20411529.1045749	193081.1213057	
7	-1659773.4330328	-16279498.1390024	21370700.9853438	161748.4461429	

24	6400975.5389202	-20293369.3836921	16041022.7923954	116967.0189828	
22	-8760163.5158068	21356292.7944313	13296114.3662538	96173.8765942	
20	21146034.0132136	-10716119.1344844	11879432.5338424	226218.4075021	
19	25448959.6883863	7584073.4552673	-162512.0347832	113104.0885502	
1	15893722.9777288	14862856.2891772	15436364.8607592	233642.6244771	
14	2288287.3143175	15353464.3874253	21606887.8754041	144712.2294850	
11	17696799.0672526	1212954.4920216	19780116.8692224	193328.3081672	
9	-16208111.3117135	-2853427.5207702	20410587.2425340	161626.7424647	
7	-1657182.3804858	-16279093.9374368	21371206.3003305	226911.4606531	

25	9015659.0724078	24922632.1378286	1386440.5600482	116367.7488897	
24	6401640.4325254	-20291478.1293073	16043201.9472396	95512.3732487	
22	-8761518.6063072	21357283.3958717	13293601.7656655	226824.9183188	
20	21145178.8839002	-10714837.0330131	11882092.7956164	112480.4711362	
19	25448845.6230208	7584341.6053776	-165683.4662830	234312.8199799	
1	15891830.6539295	14862496.8990388	15438683.6007847	144444.0808445	
14	2285626.7321513	15352875.3576573	21607586.8225609	193575.5760747	
11	17697715.5155910	1215327.4720001	19779173.0928075	161505.1253393	
9	-16208914.0912637	-2856007.9726841	20409644.9291135	227479.1505164	
7	-1654591.2439374	-16278689.8676337	21371711.1784780	132473.6906157	

25	9015312.3778115	24922631.5786146	1389589.7740756	115768.4781982	
24	6402305.5011760	-20289586.6524081	16045380.7640989	94850.8345049	
22	-8762873.4141951	21358273.8581548	13291088.8847129	227431.4066263	
20	21144323.6019559	-10713554.6347085	11884752.8033059	111856.8390516	
19	25448731.1903521	7584609.6510331	-168854.8942512	234983.0119762	
1	15889938.0286887	14862137.5519984	15441002.0167174	144175.9982921	
14	2282966.0278798	15352286.4726654	21608285.3123721	193822.9123130	
11	17698632.0280421	1217700.2989574	19778228.8960142	161383.5736990	
9	-16209716.9749464	-2858588.2595598	20408702.1643309	228046.9012876	
7	-1652000.0234493	-16278285.9296121	21372215.6197753	132033.4242616	

25	9014965.5387931	24922630.6710099	1392738.9584748	115169.1973102	
24	6402970.7448934	-20287694.9530543	16047559.2429249	94189.2564222	
22	-8764227.9394641	21359264.1812195	13288575.7234578	228037.8657638	
20	21143468.1674362	-10712271.9395665	11887412.5568579	111233.1892912	
19	25448616.3903656	7584877.5922834	-172026.3186236	235653.1784818	
1	15888045.1020412	14861778.2481057	15443320.1085112	143907.9777712	
14	2280305.2015684	15351697.7324773	21608983.3448224	194070.3054179	
11	17699548.6045687	1220072.9728445	19777284.2788643	161262.0813672	
9	-16210519.9627219	-2861168.3813267	20407758.9482137	228614.6642365	
7	-1649408.7190881	-16277882.1233913	21372719.6242102	131593.1810100	

25	9014618.5553097	24922629.4150387	1395888.1131678	114569.9762142	
24	6403636.1637022	-20285803.0312963	16049737.3836807	93527.7002480	
22	-8765582.1821145	21360254.3650093	13286062.2819499	228644.3676807	
20	21142612.5803987	-10710988.9475868	11890072.0562120	110609.5947382	
19	25448501.2230473	7585145.4291777	-175197.7393324	236323.4058549	
1	15886151.8740193	14861418.9874101	15445637.8761235	143640.0860045	
14	2277644.2532743	15351109.1371186	21609680.9198985	194317.8308471	
11	17700465.2451353	1222445.4936161	19776339.2413779	161140.7228023	
9	-16211323.0545537	-2863748.3379241	20406815.2807860	229182.5396594	
7	-1646817.3309000	-16277478.4489878	21373223.1917748	131153.0437762	

25	9014271.4273175	24922627.8107246	1399037.2380821	113970.8374320	
24	6404301.7576273	-20283910.8871838	16051915.1863295	92866.2031578	
22	-8766936.1421458	21361244.4094671	13283548.5602401	229250.9304197	
20	21141756.8409005	-10709705.6587687	11892731.3013094	109986.0636286	
19	25448385.6883831	7585413.1617642	-178369.1563037	236993.7022178	
1	15884258.3446687	14861059.7699635	15447955.3194945	143372.3464362	
14	2274983.1830666	15350520.6866178	21610378.0375842	194565.5068780	
11	17701381.9497038	1224817.8612202	19775393.7835778	161019.5160357	
9	-16212126.2504080	-2866328.1293000	20405871.1620688	229750.5448677	
7	-1644225.8589555	-16277074.9064216	21373726.3224563	130713.0199844	

25	9013924.1547706	24922625.8580916	1402186.3331664	113371.7322206	
24	6404967.5266856	-20282018.5207901	16054092.6508080	92204.7040147	
22	-8768289.8195536	21362234.3145333	13281034.5583868	229857.5029098	
20	21140900.9490006	-10708422.0731135	11895390.2920861	109362.5563893	
19	25448269.7863587	7585680.7900929	-181540.5694781	237664.0270918	
1	15882364.5140209	14860700.5958148	15450272.4385826	143104.7096256	
14	2272321.9910099	15349932.3810022	21611074.6978642	194813.2808771	
11	17702298.7182412	1227190.0756181	19774447.9054815	160898.4129994	
9	-16212929.5502447	-2868907.7553829	20404926.5920898	230318.6294217	
7	-1641634.3033034	-16276671.4957094	21374229.0162460	130273.0675840	

25	9013576.7376259	24922623.5571636	1405335.3983442	112772.5410790	
24	6405633.4709056	-20280125.9321545	16056269.7770915	91543.1009182	
22	-8769643.2143413	21363224.0801536	13278520.2764336	230463.9850983	
20	21140044.9047528	-10707138.1906151	11898049.0284939	108738.9566712	
19	25448153.5169599	7585948.3142125	-184711.9787862	238334.2544729	
1	15880470.3821107	14860341.4650140	15452589.2333416	142837.0536483	
14	2269660.6771575	15349344.2202966	21611770.9007265	195061.0460430	
11	17703215.5507089	1229562.1367568	19773501.6071121	160777.2937394	
9	-16213732.9540386	-2871487.2161485	20403981.5708600	230886.6649186	
7	-1639042.6640067	-16276268.2168703	21374731.2731327	129833.0643852	

25	9013229.1758401	24922620.9079645	1408484.4335402	112173.4130607	
24	6406299.5903046	-20278233.1213480	16058446.5651193	90881.5152431	
22	-8770996.3265036	21364213.7062678	13276005.7144403	231070.5011845	
20	21139188.7082133	-10705854.0112710	11900707.5104771	108115.4063548	
19	25448036.8801725	7586215.7341721	-187883.3841611	239004.5432862	
1	15878575.9489762	14859982.3776113	15454905.7037215	142569.5329764	
14	2266999.2415814	15348756.2045301	21612466.6461539	195308.9354563	
11	17704132.4470707	1231934.0445895	19772554.8884906	160656.3083298	
9	-16214536.4617418	-2874066.5114999	20403036.0984165	231454.8188641	
7	-1636450.9411239	-16275865.0699223	21375233.0931059	129393.1676270	

25	9012881.4693676	24922617.9105183	1411633.4386980	111574.4616212	
24	6406965.8849042	-20276340.0884302	16060623.0148435	90220.0880225	
22	-8772349.1560396	21365203.1928183	13273490.8724594	231677.1776099	
20	21138332.3594384	-10704569.5350793	11903365.7379794	107492.0229713	
19	25447919.8759831	7586483.0500197	-191054.7855214	239674.9936964	
1	15876681.2146575	14859623.3336576	15457221.8496700	142302.2542004	
14	2264337.6843434	15348168.3337293	21613161.9341322	195557.0740829	
11	17705049.4072898	1234305.7990679	19771607.7496382	160535.5691931	
9	-16215340.0733243	-2876645.6413978	20402090.1747758	232023.2026306	
7	-1633859.1347252	-16275462.0548854	21375734.4761531	128953.4737218	

25	9012533.6181637	24922614.5648489	1414782.4137568	110975.5619959	
24	6407632.3547319	-20274446.8334431	16062799.1262369	89558.6697979	
22	-8773701.7029486	21366192.5397479	13270975.7505421	232283.8891591	
20	21137475.8584875	-10703284.7620419	11906023.7109356	106868.6852145	
19	25447802.5043767	7586750.2618060	-194226.1828183	240345.4921642	
1	15874786.1791866	14859264.3332019	15459537.6711445	142035.1020190	
14	2261676.0055044	15347580.6079207	21613856.7646470	195805.3337374	
11	17705966.4313305	1236677.4001463	19770660.1905754	160414.9552705	
9	-16216143.7887514	-2879224.6057873	20401143.7999597	232591.6576431	
7	-1631267.2448512	-16275059.1717752	21376235.4222672	128513.8664021	

25	9012185.6221856	24922610.8709803	1417931.3586358	110376.6962274	
24	6408298.9998051	-20272553.3564578	16064974.8992380	88897.2620219	
22	-8775053.9672339	21367181.7470027	13268460.3487324	232890.6112956	
20	21136619.2054157	-10701999.6921549	11908681.4292933	106245.3641351	
19	25447684.7653397	7587017.3695788	-197397.5759689	241016.0101595	
1	15872890.8426014	14858905.3762946	15461853.1680956	141768.0476531	
14	2259014.2051362	15346993.0271332	21614551.1376816	196053.6964121	
11	17706883.5191579	1239048.8477812	19769712.2113215	160294.4451345	
9	-16216947.6079814	-2881803.4045921	20400196.9739981	233160.2098002	
7	-1628675.2715639	-16274656.4206102	21376735.9314371	128074.3425786	

25	9011837.4813886	24922606.8289363	1421080.2732740	109777.8076760	
24	6408965.8201499	-20270659.6575208	16067150.3338144	88235.7952300	
22	-8776405.9488885	21368170.8145209	13265944.6670935	233497.2970650	
20	21135762.4002804	-10700714.3254178	11911338.8929929	105622.0104045	
19	25447566.6588572	7587284.3733894	-200568.9649329	241686.4984758	
1	15870995.2049414	14858546.4629863	15464168.3404714	141501.0450299	
14	2256352.2832927	15346405.5913918	21615245.0532236	196302.1041334	
11	17707800.6707337	1241420.1419208	19768763.8118994	160173.9799186	
9	-16217751.5309836	-2884382.0377702	20399249.6969083	233728.7751681	
7	-1626083.2149163	-16274253.8014078	21377236.0036537	127634.8203571	

25	9011489.1957275	24922602.4387411	1424229.1576116	109179.0534342	
24	6409632.8157883	-20268765.7366899	16069325.4299206	87574.4376877	
22	-8777757.6479115	21369159.7422451	13263428.7056774	234104.1012681	
20	21134905.4431366	-10699428.6618263	11913996.1019828	104998.7898089	
19	25447448.1849164	7587551.2732839	-203740.3496060	242357.1252105	
1	15869099.2662377	14858187.5933260	15466483.1882306	141234.2467748	
14	2253690.2400387	15345818.3007237	21615938.5112578	196550.7192397	
11	17708717.8860224	1243791.2825198	19767814.9923294	160053.7288667	
9	-16218555.5577213	-2886960.5052610	20398301.9687143	234297.5354184	
7	-1623491.0749851	-16273851.3141890	21377735.6389028	127195.4838295	

25	9011140.7651600	24922597.7004185	1427378.0115663	108580.3188811	
24	6410299.9867406	-20266871.5940279	16071500.1875050	86913.0741427	
22	-8779109.0643012	21370148.5301173	13260912.4645379	234710.8972430	
20	21134048.3340427	-10698142.7013810	11916653.0562007	104375.5717247	
19	25447329.3435026	7587818.0693127	-206911.7299399	243027.7485121	
1	15867203.0265311	14857828.7673646	15468797.7113201	140967.5344001	
14	2251028.0754384	15345231.1551561	21616631.5117695	196799.4194518	
11	17709635.1649883	1246162.2695332	19766865.7526316	159933.5587650	
9	-16219359.6881604	-2889538.8070119	20397353.7894374	234866.3356489	
7	-1620898.8518184	-16273448.9589702	21378234.8371763	126756.1854424	

25	9010792.1896407	24922592.6139927	1430526.8350814	107981.5716637	
24	6410967.3330300	-20264977.2295885	16073674.6065267	86251.6620643	
22	-8780460.1980591	21371137.1780821	13258395.9437222	235317.6706189	
20	21133191.0730556	-10696856.4440809	11919309.7555885	103752.3284862	
19	25447210.1346013	7588084.7615258	-210083.1058744	243698.3546969	
1	15865306.4858565	14857469.9851517	15471111.9096940	140700.8776427	
14	2248365.7895562	15344644.1547162	21617324.0547435	197048.1753146	
11	17710552.5075942	1248533.1029114	19765916.0928279	159813.4477149	
9	-16220163.9222593	-2892116.9429470	20396405.1591073	235435.1749615	
7	-1618306.5454660	-16273046.7357682	21378733.5984654	126316.9197519	

25	9010443.4691247	24922587.1794875	1433675.6280950	107382.8819514	
24	6411634.8546824	-20263082.6434198	16075848.6869513	85590.2735715	
22	-8781811.0491833	21372125.6860814	13255879.1432844	235924.4837386	
20	21132333.6602283	-10695569.8899189	11921966.2001007	103129.1372011	
19	25447090.5581992	7588351.3499708	-213254.4773256	244369.0098910	
1	15863409.6442538	14857111.2467379	15473425.7833004	140434.3494836	
14	2245703.3824581	15344057.2994316	21618016.1401645	197297.0613250	
11	17711469.9138033	1250903.7826062	19764966.0129397	159693.4678375	
9	-16220968.2599892	-2894694.9130305	20395456.0777390	236004.1242674	
7	-1615714.1560035	-16272644.6446039	21379231.9227565	125877.7450491	

25	9010094.6035697	24922581.3969272	1436824.3905250	106784.2859639	
24	6412302.5517120	-20261187.8356004	16078022.4287095	84928.9454107	
22	-8783161.6176732	21373114.0540581	13253362.0632758	236531.3632535	
20	21131476.0956215	-10694283.0388990	11924622.3896676	102506.0254591	
19	25446970.6142822	7588617.8346972	-216425.8442296	245039.7440699	
1	15861512.5017536	14856752.5521721	15475739.3320984	140167.9814465	
14	2243040.8542010	15343470.5893277	21618707.7680195	197546.1017951	
11	17712387.3835797	1253274.3085721	19764015.5129875	159573.6430036	
9	-16221772.7013092	-2897272.7171887	20394506.5453615	236573.2091586	
7	-1613121.6834722	-16272242.6854926	21379729.8100425	125438.6964348	

25	9009745.5929312	24922575.2663355	1439973.1223077	106185.7741570	
24	6412970.4241472	-20259292.8061708	16080195.8317753	84267.6770251	
22	-8784511.9035290	21374102.2819556	13250844.7037468	237138.3177914	
20	21130618.3792902	-10692995.8910170	11927278.3242381	101882.9868724	
19	25446850.3028358	7588884.2157547	-219597.2065284	245710.5629713	
1	15859615.0583970	14856393.9015053	15478052.5560347	139901.7723112	
14	2240378.2048540	15342884.0244328	21619398.9382922	197795.3050792	
11	17713304.9168876	1255644.6807632	19763064.5929918	159453.9833652	
9	-16222577.2461837	-2899850.3553644	20393556.5619978	237142.4181258	
7	-1610529.1279430	-16271840.8584544	21380227.2603108	124999.7716012	

25	9009396.4371636	24922568.7877368	1443121.8233877	105587.3134569	
24	6413638.4720085	-20257397.5551922	16082368.8960994	83606.4304539	
22	-8785861.9067437	21375090.3697120	13248327.0647608	237745.3030633	
20	21129760.5112921	-10691708.4462732	11929934.0037512	101259.9952158	
19	25446729.6238462	7589150.4931924	-222768.5641507	246381.4245878	
1	15857717.3142205	14856035.2947873	15480365.4550615	139635.6817907	
14	2237715.4344794	15342297.6047735	21620089.6509684	198044.6261306	
11	17714222.5136919	1258014.8991360	19762113.2529720	159334.4440282	
9	-16223381.8945783	-2902427.8275044	20392606.1276694	237711.7375626	
7	-1607936.4894753	-16271439.1635074	21380724.2735508	124560.9303682	

25	9009047.1362235	24922561.9611549	1446270.4936916	104988.8330459	
24	6414306.6953204	-20255502.0827164	16084541.6216432	82945.1338870	
22	-8787211.6273204	21376078.3172729	13245809.1463626	238352.2465339	
20	21128902.4916840	-10690420.7046659	11932589.4281497	100636.9695593	
19	25446608.5772996	7589416.6670588	-225939.9170234	247052.2547918	
1	15855819.2692593	14855676.7320679	15482678.0291326	139369.6406030	
14	2235052.5431337	15341711.3303753	21620779.9060351	198293.9934646	
11	17715140.1739520	1260384.9636327	19761161.4929536	159214.9516812	
9	-16224186.6464577	-2905005.1335525	20391655.2423987	238281.0737249	
7	-1605343.7681135	-16271037.6006675	21381220.8497550	124122.1211666	

25	9008697.6900665	24922554.7866140	1449419.1331555	104390.4066246	
24	6414975.0941021	-20253606.3888081	16086714.0083530	82283.8557082	
22	-8788561.0652555	21377066.1245792	13243290.9486092	238959.2171182	
20	21128044.3205214	-10689132.6661916	11935244.5973807	100013.9832879	
19	25446487.1631818	7589682.7374033	-229111.2650839	247723.1256920	
1	15853920.9235495	14855318.2133970	15484990.2782007	139103.7145308	
14	2232389.5308909	15341125.2012674	21621469.7034749	198543.4759697	
11	17716057.8976355	1262754.8742164	19760209.3129535	159095.5813715	
9	-16224991.5017829	-2907582.2734414	20390703.9062125	238850.4932287	
7	-1602750.9639343	-16270636.1699557	21381716.9889095	123683.3797607	

25	9008348.0986498	24922547.2641382	1452567.7416989	103792.0965861	
24	6415643.6683786	-20251710.4735166	16088886.0561934	81622.6639883	
22	-8789910.2205520	21378053.7915760	13240772.4715458	239566.2966929	
20	21127185.9978613	-10687844.3308492	11937899.5113858	99391.1070099	
19	25446365.3814791	7589948.7042750	-232282.6082612	248394.1133446	
1	15852022.2771310	14854959.7388251	15487302.2022141	138837.9839178	
14	2229726.3978082	15340539.2174753	21622159.0432748	198793.1545848	
11	17716975.6847040	1265124.6308351	19759256.7129947	158976.4025510	
9	-16225796.4605206	-2910159.2471211	20389752.1191310	239420.0835206	
7	-1600158.0769860	-16270234.8713883	21382212.6910060	123244.8042586	

25	9007998.3619282	24922539.3937515	1455716.3192659	103193.7824200	
24	6416312.4181692	-20249814.3369072	16091057.7651100	80961.4432546	
22	-8791259.0932066	21379041.3182046	13238253.7152287	240173.3542612	
20	21126327.5237612	-10686555.6986387	11940554.1701054	98768.2181610	
19	25446243.2321775	7590214.5677229	-235453.9464893	249065.0837872	
1	15850123.3300358	14854601.3084013	15489613.8011303	138572.3168795	
14	2227063.1439464	15339953.3790253	21622847.9254208	199042.8952654	
11	17717893.5351233	1267494.2334476	19758303.6930960	158857.2933479	
9	-16226601.5226342	-2912736.0545317	20388799.8811784	239989.7209859	
7	-1597565.1073200	-16269833.7049824	21382707.9560356	122806.2701484	

25	9007648.4798574	24922531.1754782	1458864.8657894	102595.5073499	
24	6416981.3434960	-20247917.9790377	16093229.1350574	80300.2247029	
22	-8792607.6832189	21380028.7044077	13235734.6797099	240780.4294011	
20	21125468.8982755	-10685266.7695545	11943208.5734900	98145.3557887	
19	25446120.7152628	7590480.3277966	-238625.2797064	249736.0847694	
1	15848224.0823058	14854242.9221766	15491925.0748951	138306.7558061	
14	2224399.7693777	15339367.6859461	21623536.3498960	199292.7428280	
11	17718811.4488536	1269863.6819976	19757350.2532820	158738.2871908	
9	-16227406.6880866	-2915312.6956120	20387847.1923790	240559.4308537	
7	-1594972.0549987	-16269432.6707564	21383202.7839873	122367.7955028	

25	9007298.4523930	24922522.6093421	1462013.3812068	101997.2185890	
24	6417650.4443859	-20246021.3999517	16095400.1660065	79638.9666346	
22	-8793955.9905867	21381015.9501268	13233215.3650438	241387.4739497	
20	21124610.1214633	-10683977.5435991	11945862.7214748	97522.4673361	
